complaint_id,complaint_text,complaint_date,complaint_source,complaint_language,customer_id,customer_type,city,state,product_category,product_name,payment_method,refund_requested,refund_status,delivery_partner,delivery_delay_days,complaint_status,first_response_time_minutes,resolution_time_hours,escalation_required,customer_feedback_rating,device_type,app_version,previous_complaints_count
C01269,The Carrier 2TR Cassette at our facility is shutting down every 45 minutes. Our maintenance team has inspected but the issue requires certified Carrier service. Active AMC in place. Please prioritize and confirm visit schedule. AMC contract active till 2027.,07-04-2023,WhatsApp,English,CUS-40810,Brewery,Ahmedabad,Gujarat,Cassette AC,Carrier 2TR Cassette,NEFT,No,NA,DTDC,7,Resolved,110,303,No,3,Mobile,NA,2
C01270,Complaint regarding Carrier BlastCool Evap: unit has been defrost heater element failed. Job card 781588 already raised. Requesting immediate technical support as business operations are directly impacted. Please assign a senior engineer.,23-08-2023,Service Center,Hindi-English,CUS-99663,Restaurant,Mysuru,Karnataka,Evaporator Unit,Carrier BlastCool Evap,Cheque,Yes,Rejected,NA,0,Escalated,84,,Yes,,Tablet,NA,7
C01271,Quite disappointed with the experience so far. The Carrier BlastCool Evap has been dripping water outside the unit casing and the service response has been painfully slow. We have an AMC with your company but it doesn't seem to make any difference. The technician who came was not familiar with this model and couldn't resolve the issue. We hope someone senior can take this up. ???,25-08-2022,Phone,Hindi-English,CUS-50049,Restaurant,Mumbai,Maharashtra,Evaporator Unit,Carrier BlastCool Evap,Credit Card,No,NA,Delhivery,16,Escalated,171,,Yes,,Tablet,NA,1
C01272,I don't usually write long complaints but I have to say this experience has been disheartening. The Carrier 39L Series started motor failed just 2 months after installation. The spare part that was supposed to arrive in 7 days has still not come after 8 days. We are just left waiting with no clear timeline. 😡 Job card #596496 already logged. Nobody from your regional office is responding either.,16-07-2024,Web Portal,English,CUS-55786,Dairy Plant,Patna,Bihar,Commercial Air Handler,Carrier 39L Series,NEFT,Yes,Approved,Self-Delivery,4,Escalated,218,,Yes,,Desktop,NA,0
C01273,Third time I am raising a complaint for the exact same problem. The Carrier 1.5T Cassette is uneven cooling across the room AGAIN. After the first repair your team said it's fixed permanently. Then second time same story. Now it's back again. Your engineers clearly don't know what they are doing or don't care. I want a complete unit replacement NOW.,09-09-2024,Phone,English,CUS-94318,Office Building,Kolkata,West Bengal,Cassette AC,Carrier 1.5T Cassette,Credit Card,No,NA,Blue Dart,17,Open,190,,No,,Desktop,NA,1
C01274,Formal complaint: Carrier EVCU-1000 installed 5 months ago is now temperature pull-down taking too long. Warranty is still valid. Requesting warranty repair at the earliest. Please confirm receipt of this complaint.,07-01-2023,Phone,English,CUS-23601,Brewery,Rajkot,Gujarat,Evaporator Unit,Carrier EVCU-1000,EMI,No,NA,Self-Delivery,17,Resolved,266,375,No,4,Desktop,NA,5
C01275,URGENT - PLEASE READ IMMEDIATELY. Our Carrier InvCU-5TR has been loud noise from compressor area since last night. We operate a cold storage and currently have 2293 kg of vegetables at risk. Temperature has already risen to 13°C inside. Every hour without cooling is causing massive losses. Please send an emergency technician RIGHT NOW. This cannot wait for a scheduled visit.,17-04-2024,Service Center,English,CUS-25307,Meat Processing Unit,Visakhapatnam,Andhra Pradesh,Inverter Condensing Unit,Carrier InvCU-5TR,EMI,No,NA,Self-Delivery,13,Open,1184,,No,,NA,NA,5
C01276,Formal complaint: Carrier ReFlex SM Series installed 7 months ago is now meat section temperature too high. Warranty is still valid. Requesting warranty repair at the earliest. Please confirm receipt of this complaint.,15-02-2024,WhatsApp,Hindi-English,CUS-94507,Flower Shop,Udaipur,Rajasthan,Supermarket Refrigeration,Carrier ReFlex SM Series,Purchase Order,Yes,Pending,Blue Dart,16,Resolved,192,451,No,4,Mobile,NA,1
C01277,"To Whom It May Concern, we installed the Carrier IsoPanel CR approximately 5 months ago and have recently encountered the issue of compressor running but no cooling. Despite a technician visit, the problem has not been resolved. We would be grateful if this could be escalated to ensure a permanent fix. We continue to have faith in the Carrier brand and hope for a prompt response.",07-08-2023,App,Hindi-English,CUS-97572,Retail Store,Anand,Gujarat,Modular Cold Room,Carrier IsoPanel CR,NEFT,No,NA,Self-Delivery,6,Escalated,641,,Yes,,Mobile,2.1.1,1
C01278,"I am completely fed up with your service. The Carrier 38QUS was installed just 14 months ago and it has already started short cycling every few minutes. Your technician came once, spent 20 minutes, said he will arrange a part, and vanished. That was 3 weeks ago. No call, no update. Is this how Carrier treats its customers?? We paid full amount and this is what we get in return??? AMC contract active till 2027.",20-09-2022,WhatsApp,English,CUS-47682,Ice Cream Parlour,Howrah,West Bengal,Ducted AC,Carrier 38QUS,Credit Card,Yes,Approved,Blue Dart,12,Escalated,1043,,Yes,,Mobile,NA,0
C01279,I'm honestly at a breaking point. We spent everything we had on this OptiClean OC-UV and now it's fan making grinding noise. The technician visits have not solved anything and your support team seems to have no urgency about this at all. We are hemorrhaging money every single day. I'm requesting you as a human being - please help us resolve this.,19-02-2022,WhatsApp,English,CUS-99917,Hotel,Prayagraj,Uttar Pradesh,OptiClean Purifier,OptiClean OC-UV,UPI,Yes,Rejected,DTDC,6,Resolved,415,379,Yes,5,Mobile,NA,3
C01280,Urgent escalation needed. The Carrier InvCU-5TR at our facility started short cycling at midnight. We are a restaurant with live perishable stock. Losses are already beginning. Your normal service TAT of 24-48 hours is not acceptable in this situation. We need a technician on-site in the next 2 hours. Please confirm immediately. Nobody from your regional office is responding either.,12-06-2023,App,Hinglish,CUS-46370,Pharmacy,Ahmedabad,Gujarat,Inverter Condensing Unit,Carrier InvCU-5TR,Purchase Order,No,NA,Delhivery,12,Closed,1143,260,Yes,3,Mobile,3.8.0,5
C01281,"I am writing with a heavy heart because I genuinely believed in the Carrier brand. We invested significantly in the Carrier EC-750 expecting reliable performance. But the unit has been defrost cycle not initiating for 9 days now, and despite two service visits the problem keeps returning. We expected so much better from a brand of this stature.",23-10-2024,App,English,CUS-65355,Hospital,Guntur,Andhra Pradesh,Evaporator Unit,Carrier EC-750,UPI,No,NA,DTDC,0,Escalated,330,,Yes,,Mobile,3.3.7,5
C01282,Formal complaint: Carrier 42KCES installed 3 months ago is now drainage blocked. Warranty is still valid. Requesting warranty repair at the earliest. Please confirm receipt of this complaint. Nobody from your regional office is responding either.,17-07-2024,Service Center,English,CUS-12676,Restaurant,Salem,Tamil Nadu,Cassette AC,Carrier 42KCES,EMI,No,NA,FedEx,2,Escalated,907,,Yes,,Desktop,NA,0
C01283,URGENT - PLEASE READ IMMEDIATELY. Our Air One AO-Pro has been air quality not improving despite running all day since last night. We operate a meat shop and currently have 2018 kg of frozen goods at risk. Temperature has already risen to 10°C inside. Every hour without cooling is causing massive losses. Please send an emergency techncian RIGHT NOW. This cannot wait for a scheduled visit. Job card #999318 already logged.,16-08-2023,Field Engineer,English,CUS-43505,Pharmacy,Belagavi,Karnataka,Air One Purifier,Air One AO-Pro,UPI,No,NA,Delhivery,5,Closed,262,425,No,1,Desktop,NA,2
C01284,URGENT - PLEASE READ IMMEDIATELY. Our Carrier 42KCES has been compressor making unusual noise since last night. We operate a dairy plant and currently have 1612 kg of vegetables at risk. Temperature has already risen to 15°C inside. Every hour without cooling is causing massive losses. Please send an emergency technician RIGHT NOW. This cannot wait for a scheduled visit. 😡,02-05-2023,Email,English,CUS-29052,Retail Store,Aurangabad,Maharashtra,Cassette AC,Carrier 42KCES,Cheque,Yes,Rejected,FedEx,9,Escalated,638,,Yes,,NA,NA,2
C01285,Good day. I am registering a formal compliant regarding the Carrier AquaForce 30XW installed at our premises. The unit started integration with cooling tower failed recently and we require urgent technical assistance. Our operations depend on this equipment functioning reliably. Please send a qualified technician at the earliest and do keep us updated on timelines. Thank you. ???,08-07-2022,App,English,CUS-29959,Data Center,Gurgaon,Haryana,Chiller/Heat Pump,Carrier AquaForce 30XW,Credit Card,Yes,Approved,FedEx,5,In Progress,1423,,No,,Mobile,4.3.1,5
C01286,I don't usually write long complaints but I have to say this experience has been disheartening. The Air One AO-Mini started carbon filter not reducing odors just 15 months after installation. The spare part that was supposed to arrive in 7 days has still not come after 9 days. We are just left waiting with no clear timeline. 🙏🏻,13-07-2023,Service Center,Hindi-English,CUS-38661,Pharmacy,Ludhiana,Punjab,Air One Purifier,Air One AO-Mini,Credit Card,Yes,Pending,NA,0,In Progress,956,,No,,Phone Call,NA,2
C01287,"Service escalation for Carrier AHU 30RB: airflow dropped significantly. This is the second occurrence in 18 months. Previous job card details available. Requesting escalation to resolve root cause rather than temporary fix. Spare part ordered 21 days ago, still not received.",29-03-2024,Service Center,English,CUS-89012,Bakery,Rajkot,Gujarat,Commercial Air Handler,Carrier AHU 30RB,Cash,Yes,Rejected,Self-Delivery,7,Open,1113,,No,,Desktop,NA,0
C01288,"Sir hum bahut pareshan hain. Humara Carrier ColdCell 6x8 wall panel gap allowing warm air inside de raha hai 3 hafte se. Aapke service center mein complaint di, koi update nahi aaya. Manager se request ki baat karne ki, woh bhi busy hain. Yeh kya service hai? Carrier se itni umeed nahi thi hume. Spare part ordered 45 days ago, still not received.",04-12-2024,WhatsApp,Hindi-English,CUS-70118,Food Processing Unit,Indore,Madhya Pradesh,Modular Cold Room,Carrier ColdCell 6x8,Cheque,No,NA,FedEx,19,Open,444,,No,,Mobile,NA,3
C01289,Service escalation for Carrier 42BJ: dripping water onto ceiling tiles. This is the second occurrence in 17 months. Previous job card details available. Requesting escalation to resolve root cause rather than temporary fix. AMC contract active till 2027.,13-03-2024,Field Engineer,English,CUS-80033,Hospital,Faridabad,Haryana,Fan Coil Unit,Carrier 42BJ,UPI,Yes,Pending,Self-Delivery,9,In Progress,1138,,No,,Desktop,NA,2
C01290,I don't usually write long complaints but I have to say this experience has been disheartening. The Carrier 38CDQ started zone damper jammed just 5 months after installation. The spare part that was supposed to arrive in 7 days has still not come after 5 days. We are just left waiting with no clear timeline.,08-08-2022,Email,Hindi-English,CUS-94445,Textile Factory,Bilaspur,Chhattisgarh,Ducted AC,Carrier 38CDQ,Cheque,Yes,Pending,DTDC,18,Resolved,1257,711,No,3,Phone Call,NA,6
C01291,Complaint regarding Carrier 5F60: unit has been capacitor failed. Job card 150287 already raised. Requesting immediate technical support as business operations are directly impacted. Please assign a senior engineer. !!!,12-10-2024,Phone,English,CUS-49120,Textile Factory,Thrissur,Kerala,Condensing Unit,Carrier 5F60,Cheque,No,NA,Blue Dart,16,Open,1369,,No,,NA,NA,2
C01292,Third time I am raising a complaint for the exact same problem. The Carrier 39XQ is not starting AGAIN. After the first repair your team said it's fixed permanently. Then second time same story. Now it's back again. Your engineers clearly don't know what they are doing or don't care. I want a complete unit replacement NOW.,01-10-2024,Phone,Hinglish,CUS-80295,Bakery,Jamshedpur,Jharkhand,Commercial Air Handler,Carrier 39XQ,EMI,No,NA,DTDC,4,Closed,827,620,No,2,Phone Call,NA,3
C01293,"When we chose Carrier we thought we were choosing reliability and strong after-sales support. Unfortunately that's not been our experience. The Carrier IsoPanel CR is internal lighting failed and has been for 4 weeks. Multiple calls and one failed service visit later, we still have the same problem. Very disappointing. 😡 Spare part ordered 25 days ago, still not received.",18-09-2024,WhatsApp,Hinglish,CUS-33743,Facility Manager,Mangaluru,Karnataka,Modular Cold Room,Carrier IsoPanel CR,EMI,No,NA,Self-Delivery,9,Resolved,134,568,No,2,Mobile,NA,2
C01294,Complaint regarding Carrier 06N Screw Rack: unit has been rack not loading up properly. Job card 787063 already raised. Requesting immediate technical support as business operations are directly impacted. Please assign a senior engineer.,20-11-2022,Phone,English,CUS-55900,Industrial Unit,Jammu,Jammu & Kashmir,Screw Compressor Rack,Carrier 06N Screw Rack,Purchase Order,No,NA,Delhivery,16,Escalated,301,,Yes,,Desktop,NA,7
C01295,The Carrier 2TR Cassette at our facility is suspected gas leak. Our maintenance team has inspected but the issue requires certified Carrier service. Active AMC in place. Please prioritize and confirm visit schedule.,07-09-2023,Service Center,English,CUS-23967,Cold Storage Operator,Dibrugarh,Assam,Cassette AC,Carrier 2TR Cassette,EMI,No,NA,FedEx,19,Open,817,,No,,NA,NA,5
C01296,"EMERGENCY complaint - Carrier 42GW is remote control stopped working. We have a full load of meat in storage. If cooling is not restored within the next few hours everything will be lost. I have been trying to reach your emergency helpline but nobody is picking up. This is a critical situation, please treat it as one!!!",15-04-2022,Email,Hinglish,CUS-13527,Restaurant,Thrissur,Kerala,Fan Coil Unit,Carrier 42GW,Cash,No,NA,Self-Delivery,11,Open,632,,No,,NA,NA,0
C01297,Quite disappointed with the experience so far. The Carrier 38AH has been compressor making a knocking sound and the service response has been painfully slow. We have an AMC with your company but it doesn't seem to make any difference. The technician who came was not familiar with this model and couldn't resolve the issue. We hope someone senior can take this up.,06-04-2023,WhatsApp,Hinglish,CUS-21827,Bakery,Vadodara,Gujarat,Condensing Unit,Carrier 38AH,Cheque,No,NA,NA,0,Escalated,680,,Yes,,Mobile,NA,5
C01298,"I am writing with a heavy heart because I genuinely believed in the Carrier brand. We invested significantly in the Carrier 39NQ expecting reliable performance. But the unit has been motor failed for 5 days now, and despite two service visits the problem keeps returning. We expected so much better from a brand of this stature. 😡 Job card #601907 already logged.",16-10-2024,Web Portal,Hinglish,CUS-21851,Facility Manager,Jammu,Jammu & Kashmir,Commercial Air Handler,Carrier 39NQ,EMI,No,NA,Delhivery,9,Open,511,,No,,Desktop,NA,0
C01299,URGENT - PLEASE READ IMMEDIATELY. Our Carrier BlastCool Evap has been evaporator coil leaking refrigerant since last night. We operate a flower market and currently have 1163 kg of medicines at risk. Temperature has already risen to 24°C inside. Every hour without cooling is causing massive losses. Please send an emergency technician RIGHT NOW. This cannot wait for a scheduled visit.,17-01-2023,WhatsApp,English,CUS-87925,Warehouse,Rourkela,Odisha,Evaporator Unit,Carrier BlastCool Evap,Cash,No,NA,DTDC,14,Escalated,1184,,Yes,,Mobile,NA,1
C01300,"URGENT - PLEASE READ IMMEDIATELY. Our Carrier BlastCool Evap has been temperature pull-down taking too long since last night. We operate a food warehouse and currently have 1532 kg of vegetables at risk. Temperature has already risen to 17°C inside. Every hour without cooling is causing massive losses. Please send an emergency technician RIGHT NOW. This cannot wait for a scheduled visit. Spare part ordered 28 days ago, still not received.",04-11-2023,Web Portal,English,CUS-98785,Cold Storage Operator,Warangal,Telangana,Evaporator Unit,Carrier BlastCool Evap,Cheque,No,NA,Self-Delivery,19,Escalated,284,,Yes,,Desktop,NA,4
C01301,Formal complaint: Carrier 38AKS installed 14 months ago is now condenser fan motor burnt. Warranty is still valid. Requesting warranty repair at the earliest. Please confirm receipt of this complaint.,03-02-2023,Email,English,CUS-31906,Bakery,Trichy,Tamil Nadu,Condensing Unit,Carrier 38AKS,Cheque,Yes,Pending,FedEx,9,In Progress,166,,No,,NA,NA,7
C01302,"I am completely fed up with your service. The Carrier 4TR Ducted was installed just 8 months ago and it has already started not cooling the entire floor. Your technician came once, spent 20 minutes, said he will arrange a part, and vanished. That was 1 weeks ago. No call, no update. Is this how Carrier treats its customers?? We paid full amount and this is what we get in return???",06-10-2023,WhatsApp,English,CUS-82525,Hospital,Hubli,Karnataka,Ducted AC,Carrier 4TR Ducted,Cheque,Yes,Approved,Blue Dart,21,Open,205,,Yes,,Mobile,NA,4
C01303,Good day. I am registering a formal complaint regarding the Carrier SlimLine Ducted installed at our premises. The unit started gas pressure dropping recently and we require urgent technical assistance. Our operations depend on this equipment functioning reliably. Please send a qualified technician at the earliest and do keep us updated on timelines. Thank you.,05-07-2023,Service Center,English,CUS-12584,Retail Store,Hubli,Karnataka,Ducted AC,Carrier SlimLine Ducted,NEFT,Yes,Rejected,DTDC,22,Closed,1317,390,No,4,Tablet,NA,2
C01304,"Oh absolutely FANTASTIC service as always! The Carrier 42BJ has been thermostat not responding for 19 days now. Your team promised a visit in 24 hours - that was 4 weeks ago. I'm sure the engineer is just taking a very long scenic route to our location. 10 out of 10, would absolutely not recommend.",27-12-2023,Phone,English,CUS-43523,HVAC Contractor,Bengaluru,Karnataka,Fan Coil Unit,Carrier 42BJ,Credit Card,No,NA,Blue Dart,16,Resolved,1367,55,No,2,Phone Call,NA,1
C01305,The Carrier AHU 30RB at our facility is not reaching the set temperature. Our maintenance team has inspected but the issue requires certified Carrier service. Active AMC in place. Please prioritize and confirm visit schedule. 😡,06-10-2023,App,English,CUS-83365,Retail Store,Kolkata,West Bengal,Commercial Air Handler,Carrier AHU 30RB,Purchase Order,No,NA,Delhivery,25,Open,120,,No,,Mobile,2.3.7,0
C01306,"Complaint regarding Carrier 42KCES: unit has been drainage blocked. Job card 579890 already raised. Requesting immediate technical support as business operations are directly impacted. Please assign a senior engineer. Spare part ordered 24 days ago, still not received.",27-08-2023,Web Portal,Hinglish,CUS-88042,Diagnostic Laboratory,Kolhapur,Maharashtra,Cassette AC,Carrier 42KCES,NEFT,Yes,Pending,Blue Dart,5,In Progress,800,,No,,Desktop,NA,1
C01307,Urgent escalation needed. The Carrier SlimLine Ducted at our facility started static pressure too high at midnight. We are a dairy plant with live perishable stock. Losses are already beginning. Your normal service TAT of 24-48 hours is not acceptable in this situation. We need a technician on-site in the next 2 hours. Please confirm immediately.,31-05-2022,Service Center,English,CUS-33143,Shopping Mall,Cuttack,Odisha,Ducted AC,Carrier SlimLine Ducted,EMI,Yes,Approved,Self-Delivery,14,In Progress,743,,No,,Phone Call,NA,1
C01308,"EMERGENCY compliant - Carrier VRF X Power 16TR is controller showing F3 error continuously. We have a full load of frozen goods in storage. If cooling is not restored within the next few hours everything will be lost. I have been trying to reach your emergency helpline but nobody is picking up. This is a critical situation, please treat it as one!!! 😡",02-01-2022,Service Center,Hinglish,CUS-85013,Textile Factory,Coimbatore,Tamil Nadu,Carrier VRF X Power,Carrier VRF X Power 16TR,Cash,Yes,Pending,Blue Dart,3,Closed,95,289,No,1,NA,NA,6
C01309,"Kya baat hai Carrier ji, waah! Carrier 5TR Floor Mount install kiye sirf 11 mahine hue the aur gas leaking again within a month of top-up shuru ho gaya. Technician aaya, kuch theek kiya nahi, chala gaya. Ab phone uthate nahi. Itna mehenga unit kharida tha soch ke ki reliable hoga. Bilkul nahi hoga bhai. Spare part ordered 32 days ago, still not received.",15-08-2024,Email,Hindi-English,CUS-64429,Shopping Mall,Agra,Uttar Pradesh,Floor Standing AC,Carrier 5TR Floor Mount,EMI,Yes,Pending,DTDC,25,Resolved,489,114,Yes,2,Phone Call,NA,7
C01310,I don't usually write long complaints but I have to say this experience has been disheartening. The Carrier 39L Series started coil started leaking just 14 months after installation. The spare part that was supposed to arrive in 7 days has still not come after 17 days. We are just left waiting with no clear timeline.,10-12-2024,WhatsApp,Hindi-English,CUS-68847,Data Center,Kozhikode,Kerala,Commercial Air Handler,Carrier 39L Series,Purchase Order,No,NA,FedEx,5,Resolved,1147,210,No,4,Mobile,NA,4
C01311,"Yaar ek dum mast service di aapne! Carrier 39L Series ka compressor gaya, 20 din se coil started leaking chal raha hai. Complaint number 132314 hai mere paas. Koi action nahi. Zyada patience nahi hai ab. Ya toh theek karo ya paisa waapis karo.",21-04-2023,Service Center,Hinglish,CUS-68540,Supermarket,Kolkata,West Bengal,Commercial Air Handler,Carrier 39L Series,EMI,Yes,Rejected,NA,0,Resolved,37,406,No,2,Phone Call,NA,3
C01312,I don't usually write long complaints but I have to say this experience has been disheartening. The Carrier InvCU-3TR started refrigerant leaking just 11 months after installation. The spare part that was supposed to arrive in 7 days has still not come after 18 days. We are just left waiting with no clear timeline.,20-08-2024,Service Center,English,CUS-84673,Hotel,Salem,Tamil Nadu,Inverter Condensing Unit,Carrier InvCU-3TR,UPI,No,NA,Blue Dart,1,Open,1370,,No,,NA,NA,7
C01313,Congratulations Carrier! Your Carrier 42BJ managed to start condensate pump failed in just 3 months. Quite an achievement. And the support team is equally impressive - they have promised a callback 2 times now and each time they deliver on that promise by never calling. Outstanding work all around. Job card #542736 already logged.,11-03-2023,Web Portal,English,CUS-15179,Hotel,Kolhapur,Maharashtra,Fan Coil Unit,Carrier 42BJ,Cheque,No,NA,Self-Delivery,18,Resolved,65,689,No,1,Desktop,NA,7
C01314,"Kya baat hai Carrier ji, waah! OptiClean OC-400 install kiye sirf 13 mahine hue the aur body getting very warm shuru ho gaya. Technician aaya, kuch theek kiya nahi, chala gaya. Ab phone uthate nahi. Itna mehenga unit kharida tha soch ke ki reliable hoga. Bilkul nahi hoga bhai. Job card #700884 already logged. This is my 2th complaint for same issue!",28-08-2023,Service Center,Hinglish,CUS-61322,Retail Store,Jabalpur,Madhya Pradesh,OptiClean Purifier,OptiClean OC-400,Cheque,No,NA,NA,0,Open,667,,Yes,,Phone Call,NA,6
C01315,"When we chose Carrier we thought we were choosing reliability and strong after-sales support. Unfortunately that's not been our experience. The Carrier EB-500 Evaporator is fan blade damaged and has been for 4 weeks. Multiple calls and one failed service visit later, we still have the same problem. Very disappointing.",03-01-2022,Field Engineer,English,CUS-92515,Industrial Unit,Nagpur,Maharashtra,Evaporator Unit,Carrier EB-500 Evaporator,Credit Card,Yes,Pending,Self-Delivery,24,Open,1289,,No,,Phone Call,NA,3
C01316,"Yaar ek dum mast service di aapne! Air One AO-Max ka compressor gaya, 15 din se carbon filter not reducing odors chal raha hai. Complaint number 702445 hai mere paas. Koi action nahi. Zyada patience nahi hai ab. Ya toh theek karo ya paisa waapis karo.",04-01-2023,Phone,Hinglish,CUS-29889,Retail Store,Udaipur,Rajasthan,Air One Purifier,Air One AO-Max,EMI,Yes,Pending,Blue Dart,8,Open,803,,No,,Tablet,NA,1
C01317,Nahi chali yeh wali. Carrier 50XC Floor Stand mein refrigerant leak aaya. Hum ek restaurant chalate hain aur flowers ka nuksaan ho raha hai roz. Aapka helpline uthata hi nahi. Emergency kya hoti hai samajh mein nahi aata kya? Please koi bhejo abhi. AMC contract active till 2025. Nobody from your regional office is responding either.,21-11-2022,Field Engineer,Hindi-English,CUS-68583,Food Processing Unit,Agra,Uttar Pradesh,Floor Standing AC,Carrier 50XC Floor Stand,Purchase Order,No,NA,FedEx,23,Closed,795,529,Yes,2,Tablet,NA,6
C01318,"You people took ₹250,000 from us and your Carrier GreenFreeze cannot even function properly for 14 months!! It has been food spoiling in the open display case and your so-called support team keeps giving excuses. Done waiting. I want a full refund or brand new replacement. Not interested in any more repairs.",04-09-2023,Field Engineer,English,CUS-66627,Cold Storage Operator,Bhilai,Chhattisgarh,Supermarket Refrigeration,Carrier GreenFreeze,Cheque,Yes,Rejected,NA,0,Escalated,12,,Yes,,Desktop,NA,2
C01319,"Sir hum bahut pareshan hain. Humara Carrier 42KCES remote sensor giving wrong temperature de raha hai 4 hafte se. Aapke service center mein complaint di, koi update nahi aaya. Manager se request ki baat karne ki, woh bhi busy hain. Yeh kya service hai? Carrier se itni umeed nahi thi hume. Job card #247971 already logged. This is my 5th complaint for same issue!",04-08-2022,Email,Hindi-English,CUS-81023,Flower Shop,Silchar,Assam,Cassette AC,Carrier 42KCES,UPI,No,NA,Self-Delivery,11,In Progress,855,,No,,Tablet,NA,4
C01320,"Urgent escalation needed. The Carrier 5F60 at our facility started oil level critically low at midnight. We are a cold storage with live perishable stock. Losses are already beginning. Your normal service TAT of 24-48 hours is not acceptable in this situation. We need a techncian on-site in the next 2 hours. Please confirm immediately. Spare part ordered 16 days ago, still not received.",30-12-2024,WhatsApp,English,CUS-67923,Bakery,Vadodara,Gujarat,Condensing Unit,Carrier 5F60,Purchase Order,Yes,Pending,Delhivery,20,Closed,780,414,No,2,Mobile,NA,0
C01321,"Hello, I would like to follow up on my earlier service request regarding our Carrier VRF X Power 12TR. The unit has been outdoor unit showing E7 error and while a technician visited 3 days ago, the issue recurred shortly after. We operate a Warehouse and this is affecting our day-to-day operations. A swift resolution would be greatly appreciated. Regards. AMC contract active till 2026.",20-07-2022,Field Engineer,English,CUS-80450,Warehouse,Howrah,West Bengal,Carrier VRF X Power,Carrier VRF X Power 12TR,Cash,No,NA,DTDC,25,Escalated,122,,Yes,,NA,NA,5
C01322,"When we chose Carrier we thought we were choosing reliability and strong after-sales support. Unfortunately that's not been our experience. The OptiClean OC-400 is showing filter replacement error constantly and has been for 1 weeks. Multiple calls and one failed service visit later, we still have the same problem. Very disappointing.",08-10-2024,WhatsApp,English,CUS-18311,Hotel,Jaipur,Rajasthan,OptiClean Purifier,OptiClean OC-400,EMI,No,NA,FedEx,1,Resolved,1271,140,No,1,Mobile,NA,4
C01323,Service escalation for Carrier 2TR Cassette: rattling sound at high speed. This is the second occurrence in 12 months. Previous job card details available. Requesting escalation to resolve root cause rather than temporary fix.,12-12-2022,WhatsApp,English,CUS-80618,Pharmacy,Bhilai,Chhattisgarh,Cassette AC,Carrier 2TR Cassette,Cheque,Yes,Rejected,Blue Dart,18,In Progress,1286,,No,,Mobile,NA,3
C01324,"Dear Carrier Support Team, I hope this message reaches the concerned team promptly. I am writing regarding our Air One AO-Mini which has been carbon filter not reducing odors for the past 16 days. We have submitted a service request (Job No. 651889) but are yet to see resolution. I would appreciate it if a senior technician could be assigned to look into this at your earliest convenience. Thank you for your time.",01-06-2022,Email,English,CUS-88939,Ice Cream Parlour,Madurai,Tamil Nadu,Air One Purifier,Air One AO-Mini,Credit Card,No,NA,Self-Delivery,0,In Progress,21,,No,,NA,NA,4
C01325,"Kya baat hai Carrier ji, waah! Klarwind KW-250 install kiye sirf 6 mahine hue the aur filter indicator permanently red shuru ho gaya. Technician aaya, kuch theek kiya nahi, chala gaya. Ab phone uthate nahi. Itna mehenga unit kharida tha soch ke ki reliable hoga. Bilkul nahi hoga bhai. This is my 4th complaint for same issue!",06-11-2024,Phone,Hinglish,CUS-71063,Textile Factory,Durgapur,West Bengal,Klarwind Air Purifier,Klarwind KW-250,Credit Card,Yes,Pending,Delhivery,16,Open,1277,,No,,NA,NA,2
C01326,"I am completely fed up with your service. The Air One AO-360 was installed just 3 months ago and it has already started stopped working after 3 weeks. Your technician came once, spent 20 minutes, said he will arrange a part, and vanished. That was 4 weeks ago. No call, no update. Is this how Carrier treats its customers?? We paid full amount and this is what we get in return???",18-12-2024,Service Center,Hinglish,CUS-23053,Textile Factory,Rajkot,Gujarat,Air One Purifier,Air One AO-360,NEFT,No,NA,Blue Dart,21,Resolved,410,314,No,4,Phone Call,NA,7
C01327,The Carrier 06T Rack at our facility is multiple display case temperatures rising. Our maintenance team has inspected but the issue requires certified Carrier service. Active AMC in place. Please prioritize and confirm visit schedule.,07-07-2024,Service Center,English,CUS-36224,Pharmacy,Bilaspur,Chhattisgarh,Screw Compressor Rack,Carrier 06T Rack,Credit Card,No,NA,Delhivery,16,Open,813,,No,,Desktop,NA,6
C01328,"Bhai yaar sun lo, Carrier 50XC Floor Stand ka kya haal kar diya hai. 19 din se water pooling on the floor beneath unit ki problem chal rahi hai aur koi sunne wala nahi. 4 baar call kiya service pe, har baar same answer - 'sir kal aayenge'. Kal kabhi aata hi nahi. Paisa le liya, kaam kuch nahi. Bahut hi bekar experience hai.",24-12-2023,Service Center,Hinglish,CUS-39961,Flower Shop,Ranchi,Jharkhand,Floor Standing AC,Carrier 50XC Floor Stand,Cash,No,NA,Self-Delivery,12,Closed,727,605,No,3,NA,NA,2
C01329,"When we chose Carrier we thought we were choosing reliability and strong after-sales support. Unfortunately that's not been our experience. The Carrier 38CDQ is duct leakage causing warm air and has been for 4 weeks. Multiple calls and one failed service visit later, we still have the same problem. Very disappointing. This is my 2th complaint for same issue!",12-05-2023,Field Engineer,English,CUS-10838,Diagnostic Laboratory,Shivamogga,Karnataka,Ducted AC,Carrier 38CDQ,Cash,No,NA,Self-Delivery,22,Escalated,1057,,Yes,,Desktop,NA,5
